Source	Target	Weight
Viktor Troicki	Alexander Zverev	1.0
Viktor Troicki	Sam Groth	2.0
Viktor Troicki	Donald Young	3.0
Viktor Troicki	Sergiy Stakhovsky	2.0
Viktor Troicki	Guillermo Garcia-Lopez	2.0
Viktor Troicki	Marin Cilic	2.0
Viktor Troicki	Pablo Cuevas	1.0
Viktor Troicki	Paul-Henri Mathieu	1.0
Viktor Troicki	Andy Murray	2.0
Viktor Troicki	Stan Wawrinka	4.0
Viktor Troicki	Rajeev Ram	1.0
Viktor Troicki	Rafael Nadal	2.0
Viktor Troicki	Radu Albot	2.0
Viktor Troicki	Jan-Lennard Struff	1.0
Viktor Troicki	Aleksandr Nedovyesov	1.0
Viktor Troicki	Jiri Vesely	1.0
Viktor Troicki	Kevin Anderson	2.0
Viktor Troicki	Adrian Mannarino	2.0
Viktor Troicki	Bernard Tomic	3.0
Viktor Troicki	Vasek Pospisil	3.0
Viktor Troicki	Feliciano Lopez	2.0
Viktor Troicki	Martin Klizan	1.0
Viktor Troicki	Yen-Hsun Lu	2.0
Viktor Troicki	Leonardo Mayer	1.0
Viktor Troicki	Illya Marchenko	1.0
Viktor Troicki	Albert Ramos-Vinolas	2.0
Viktor Troicki	Daniel Gimeno-Traver	2.0
Viktor Troicki	Victor Estrella Burgos	2.0
Dennis Novak	Fabio Fognini	2.0
Dennis Novak	Aljaz Bedene	1.0
Dennis Novak	Radek Stepanek	2.0
Jimmy Wang	John Isner	3.0
Lukasz Kubot	Jack Sock	2.0
Lukasz Kubot	Sam Groth	2.0
Mikhail Ledovskikh	Sergiy Stakhovsky	2.0
Thiemo de Bakker	Juan Monaco	1.0
Thiemo de Bakker	Guilherme Clezar	1.0
Thiemo de Bakker	Elias Ymer	2.0
Thiemo de Bakker	Luca Vanni	2.0
Thiemo de Bakker	Jarkko Nieminen	2.0
Thiemo de Bakker	David Ferrer	3.0
Nikola Mektic	Daniel Gimeno-Traver	2.0
Ruben Bemelmans	Juan Monaco	2.0
Ruben Bemelmans	Benjamin Becker	3.0
Ruben Bemelmans	Yen-Hsun Lu	2.0
Ruben Bemelmans	Sam Querrey	2.0
Ruben Bemelmans	Roberto Bautista Agut	3.0
Ruben Bemelmans	Gilles Muller	1.0
Ruben Bemelmans	Jack Sock	4.0
Ruben Bemelmans	Stan Wawrinka	3.0
Ruben Bemelmans	Ivo Karlovic	3.0
Tommy Paul	Andreas Seppi	3.0
David Vega Hernandez	Pablo Carreno Busta	2.0
Gianni Mina	Borna Coric	2.0
Frederico Ferreira Silva	Gilles Muller	2.0
Novak Djokovic	Tomas Berdych	2.0
Novak Djokovic	Feliciano Lopez	1.0
Novak Djokovic	Alexandr Dolgopolov	2.0
Novak Djokovic	Ernests Gulbis	1.0
Novak Djokovic	Martin Klizan	1.0
Novak Djokovic	Andy Murray	6.0
Novak Djokovic	Thomaz Bellucci	1.0
Novak Djokovic	Kevin Anderson	2.0
Novak Djokovic	Roberto Bautista Agut	1.0
Novak Djokovic	Nicolas Almagro	1.0
Novak Djokovic	Kei Nishikori	1.0
Novak Djokovic	Stan Wawrinka	6.0
Novak Djokovic	Ivo Karlovic	2.0
Novak Djokovic	Roger Federer	7.0
Novak Djokovic	David Goffin	1.0
Dominic Thiem	Pablo Carreno Busta	1.0
Dominic Thiem	Pablo Cuevas	3.0
Dominic Thiem	James Duckworth	2.0
Dominic Thiem	Joao Sousa	2.0
Dominic Thiem	Gael Monfils	1.0
Dominic Thiem	Kei Nishikori	2.0
Dominic Thiem	Philipp Kohlschreiber	2.0
Dominic Thiem	Andreas Haider-Maurer	2.0
Dominic Thiem	Sergiy Stakhovsky	2.0
Dominic Thiem	John Isner	2.0
Dominic Thiem	Aljaz Bedene	1.0
Dominic Thiem	Andy Murray	2.0
Dominic Thiem	Jerzy Janowicz	2.0
Dominic Thiem	Mischa Zverev	2.0
Dominic Thiem	Robin Haase	1.0
Dominic Thiem	Alexandr Dolgopolov	2.0
Dominic Thiem	Ernests Gulbis	2.0
Dominic Thiem	Jan-Lennard Struff	2.0
Dominic Thiem	Dudi Sela	1.0
Dominic Thiem	Kevin Anderson	5.0
Dominic Thiem	Roberto Bautista Agut	7.0
Dominic Thiem	Richard Gasquet	2.0
Dominic Thiem	Adrian Mannarino	2.0
Dominic Thiem	Lucas Pouille	2.0
Dominic Thiem	Vasek Pospisil	1.0
Dominic Thiem	Feliciano Lopez	4.0
Dominic Thiem	Martin Klizan	2.0
Dominic Thiem	Leonardo Mayer	1.0
Dominic Thiem	Gerald Melzer	2.0
Dominic Thiem	Victor Estrella Burgos	2.0
Thanasi Kokkinakis	Juan Monaco	1.0
Thanasi Kokkinakis	Nikoloz Basilashvili	1.0
Thanasi Kokkinakis	Gilles Simon	2.0
Thanasi Kokkinakis	Sam Querrey	2.0
Thanasi Kokkinakis	Guillermo Garcia-Lopez	1.0
Thanasi Kokkinakis	Ernests Gulbis	2.0
Thanasi Kokkinakis	Teymuraz Gabashvili	2.0
Thanasi Kokkinakis	Denis Kudla	2.0
Thanasi Kokkinakis	Leonardo Mayer	3.0
Thanasi Kokkinakis	Fabio Fognini	1.0
Thanasi Kokkinakis	Marcel Granollers	2.0
Thanasi Kokkinakis	Jeremy Chardy	3.0
Thanasi Kokkinakis	Richard Gasquet	4.0
Thanasi Kokkinakis	Ivo Karlovic	2.0
Thanasi Kokkinakis	Dusan Lajovic	4.0
Thanasi Kokkinakis	Carlos Berlocq	2.0
Thanasi Kokkinakis	Novak Djokovic	3.0
Thanasi Kokkinakis	Sam Groth	3.0
Thanasi Kokkinakis	Bernard Tomic	6.0
Martin Klizan	Juan Monaco	1.0
Martin Klizan	Sam Querrey	2.0
Martin Klizan	Dustin Brown	1.0
Martin Klizan	Simone Bolelli	2.0
Martin Klizan	Joao Sousa	2.0
Martin Klizan	Kei Nishikori	2.0
Martin Klizan	Ivo Karlovic	2.0
Martin Klizan	Pablo Carreno Busta	1.0
Martin Klizan	Lukas Rosol	2.0
Martin Klizan	Steve Johnson	2.0
Martin Klizan	Grigor Dimitrov	2.0
Martin Klizan	Paul-Henri Mathieu	3.0
Martin Klizan	Fabio Fognini	2.0
Martin Klizan	Damir Dzumhur	1.0
Martin Klizan	Andreas Seppi	2.0
Martin Klizan	Thomaz Bellucci	1.0
Martin Klizan	Federico Delbonis	2.0
Martin Klizan	Andreas Haider-Maurer	2.0
Martin Klizan	Gilles Simon	5.0
Martin Klizan	Alexandr Dolgopolov	3.0
Martin Klizan	Joao Souza	2.0
Martin Klizan	Jurgen Melzer	1.0
Martin Klizan	Viktor Troicki	4.0
Martin Klizan	Jiri Vesely	2.0
Martin Klizan	Florian Mayer	1.0
Martin Klizan	Dusan Lajovic	1.0
Martin Klizan	Fernando Verdasco	3.0
Martin Klizan	Novak Djokovic	4.0
Martin Klizan	Dominic Thiem	1.0
Martin Klizan	Leonardo Mayer	2.0
Martin Klizan	Jeremy Chardy	3.0
Martin Klizan	Daniel Gimeno-Traver	1.0
Martin Klizan	Victor Estrella Burgos	2.0
Borna Coric	Tomas Berdych	2.0
Borna Coric	Jeremy Chardy	3.0
Borna Coric	Ivo Karlovic	2.0
Borna Coric	Pablo Carreno Busta	2.0
Borna Coric	Alexander Zverev	1.0
Borna Coric	Andreas Haider-Maurer	1.0
Borna Coric	Sergiy Stakhovsky	5.0
Borna Coric	David Goffin	2.0
Borna Coric	Guillermo Garcia-Lopez	2.0
Borna Coric	Marin Cilic	2.0
Borna Coric	Sam Querrey	1.0
Borna Coric	Santiago Giraldo	1.0
Borna Coric	Donald Young	1.0
Borna Coric	Stan Wawrinka	4.0
Borna Coric	Marcos Baghdatis	1.0
Borna Coric	Rafael Nadal	3.0
Borna Coric	Roger Federer	2.0
Borna Coric	Tommy Robredo	2.0
Borna Coric	Gilles Simon	2.0
Borna Coric	Alexandr Dolgopolov	3.0
Borna Coric	Kevin Anderson	4.0
Borna Coric	Viktor Troicki	2.0
Borna Coric	Roberto Bautista Agut	4.0
Borna Coric	Rui Machado	1.0
Borna Coric	Bernard Tomic	2.0
Borna Coric	Andy Murray	2.0
Borna Coric	Leonardo Mayer	2.0
Borna Coric	Kei Nishikori	2.0
Borna Coric	Jo-Wilfried Tsonga	2.0
Borna Coric	Evgeny Donskoy	2.0
Borna Coric	Malek Jaziri	1.0
Guido Pella	Marin Cilic	3.0
Guido Pella	Ivan Dodig	1.0
Guido Pella	Sam Groth	2.0
Guido Pella	Carlos Berlocq	2.0
Guido Pella	Grigor Dimitrov	2.0
Peter Gojowczyk	Matthias Bachinger	2.0
Peter Gojowczyk	Guillermo Garcia-Lopez	2.0
Peter Gojowczyk	Roberto Bautista Agut	2.0
Andreas Beck	Edouard Roger-Vasselin	2.0
Diego Schwartzman	Aljaz Bedene	2.0
Diego Schwartzman	Pablo Andujar	1.0
Diego Schwartzman	Carlos Berlocq	2.0
Diego Schwartzman	Pablo Cuevas	2.0
Diego Schwartzman	Nick Kyrgios	3.0
Diego Schwartzman	Gael Monfils	3.0
Diego Schwartzman	Jeremy Chardy	2.0
Diego Schwartzman	Andreas Haider-Maurer	1.0
Diego Schwartzman	Donald Young	2.0
Diego Schwartzman	Fabio Fognini	2.0
Diego Schwartzman	Guillermo Garcia-Lopez	1.0
Diego Schwartzman	Thomaz Bellucci	1.0
Diego Schwartzman	Santiago Giraldo	1.0
Diego Schwartzman	Federico Delbonis	1.0
Diego Schwartzman	Jerzy Janowicz	1.0
Diego Schwartzman	Rafael Nadal	3.0
Diego Schwartzman	Roger Federer	4.0
Diego Schwartzman	Kevin Anderson	3.0
Diego Schwartzman	Jiri Vesely	2.0
Diego Schwartzman	Albert Montanes	2.0
Diego Schwartzman	Dominic Thiem	2.0
Diego Schwartzman	Arthur De Greef	2.0
Diego Schwartzman	Borna Coric	2.0
Diego Schwartzman	Denis Istomin	2.0
Julian Reister	Alexander Zverev	2.0
Julian Reister	Blaz Kavcic	1.0
Julian Reister	Feliciano Lopez	2.0
Radek Stepanek	Tomas Berdych	3.0
Radek Stepanek	Ivan Dodig	1.0
Radek Stepanek	Fabio Fognini	2.0
Radek Stepanek	Aljaz Bedene	3.0
Radek Stepanek	Edouard Roger-Vasselin	1.0
Radek Stepanek	Roberto Bautista Agut	2.0
Radek Stepanek	Jack Sock	2.0
Radek Stepanek	Stan Wawrinka	2.0
Radek Stepanek	Ivo Karlovic	2.0
Radek Stepanek	John Isner	2.0
Radek Stepanek	Marsel Ilhan	2.0
Radek Stepanek	David Ferrer	2.0
Victor Estrella Burgos	Tomas Berdych	2.0
Victor Estrella Burgos	Pablo Carreno Busta	3.0
Victor Estrella Burgos	Simone Bolelli	1.0
Victor Estrella Burgos	John Isner	2.0
Victor Estrella Burgos	David Ferrer	1.0
Victor Estrella Burgos	Matthew Ebden	1.0
Victor Estrella Burgos	Sam Groth	2.0
Victor Estrella Burgos	Michael Berrer	4.0
Victor Estrella Burgos	Nicolas Jarry	1.0
Victor Estrella Burgos	Sam Querrey	2.0
Victor Estrella Burgos	Donald Young	1.0
Victor Estrella Burgos	Stan Wawrinka	3.0
Victor Estrella Burgos	Marcos Baghdatis	1.0
Victor Estrella Burgos	Yen-Hsun Lu	2.0
Victor Estrella Burgos	Yuichi Sugita	1.0
Victor Estrella Burgos	Jurgen Melzer	3.0
Victor Estrella Burgos	Roberto Bautista Agut	2.0
Victor Estrella Burgos	Janko Tipsarevic	1.0
Victor Estrella Burgos	Vasek Pospisil	2.0
Victor Estrella Burgos	Feliciano Lopez	1.0
Victor Estrella Burgos	Dominic Thiem	2.0
Victor Estrella Burgos	Benjamin Becker	1.0
Victor Estrella Burgos	Jo-Wilfried Tsonga	2.0
Victor Estrella Burgos	Jack Sock	3.0
Victor Estrella Burgos	Martin Klizan	2.0
Taro Daniel	Fernando Verdasco	3.0
Taro Daniel	Guillermo Garcia-Lopez	2.0
Taro Daniel	Paul-Henri Mathieu	2.0
Taro Daniel	Nicolas Almagro	2.0
Taro Daniel	Jerzy Janowicz	2.0
Taro Daniel	Michal Przysiezny	1.0
Martin Fischer	Albert Montanes	2.0
Christopher Eubanks	Radek Stepanek	2.0
Benjamin Becker	Teymuraz Gabashvili	2.0
Benjamin Becker	Simone Bolelli	2.0
Benjamin Becker	Jeremy Chardy	1.0
Benjamin Becker	John Isner	2.0
Benjamin Becker	Alexander Zverev	2.0
Benjamin Becker	David Ferrer	2.0
Benjamin Becker	Andreas Seppi	2.0
Benjamin Becker	Sam Querrey	2.0
Benjamin Becker	Lleyton Hewitt	2.0
Benjamin Becker	John Millman	2.0
Benjamin Becker	Tim Smyczek	2.0
Benjamin Becker	Julien Benneteau	1.0
Benjamin Becker	Jan-Lennard Struff	2.0
Benjamin Becker	Dudi Sela	2.0
Benjamin Becker	Roberto Bautista Agut	2.0
Benjamin Becker	Milos Raonic	3.0
Benjamin Becker	Ruben Bemelmans	2.0
Benjamin Becker	Bernard Tomic	2.0
Benjamin Becker	Feliciano Lopez	2.0
Benjamin Becker	Leonardo Mayer	2.0
Benjamin Becker	Denis Istomin	5.0
Benjamin Becker	Albert Ramos-Vinolas	2.0
Benjamin Becker	Andrey Golubev	1.0
Benjamin Becker	Victor Estrella Burgos	3.0
Carlos Berlocq	Alexandr Dolgopolov	2.0
Carlos Berlocq	Thanasi Kokkinakis	1.0
Carlos Berlocq	Santiago Giraldo	2.0
Carlos Berlocq	Nicolas Almagro	2.0
Carlos Berlocq	Illya Marchenko	2.0
Carlos Berlocq	Stan Wawrinka	2.0
Carlos Berlocq	Richard Gasquet	6.0
Carlos Berlocq	Pablo Carreno Busta	3.0
Carlos Berlocq	Adrian Mannarino	2.0
Carlos Berlocq	Rafael Nadal	2.0
Pablo Cuevas	Juan Monaco	2.0
Pablo Cuevas	Thomaz Bellucci	4.0
Pablo Cuevas	Teymuraz Gabashvili	1.0
Pablo Cuevas	Benoit Paire	2.0
Pablo Cuevas	Joao Sousa	2.0
Pablo Cuevas	Luca Vanni	1.0
Pablo Cuevas	Matthias Bachinger	3.0
Pablo Cuevas	Sam Groth	1.0
Pablo Cuevas	Fabio Fognini	5.0
Pablo Cuevas	Ricardas Berankis	2.0
Pablo Cuevas	Andreas Seppi	2.0
Pablo Cuevas	Sam Querrey	2.0
Pablo Cuevas	Federico Delbonis	1.0
Pablo Cuevas	Jerzy Janowicz	3.0
Pablo Cuevas	Rafael Nadal	4.0
Pablo Cuevas	Roger Federer	4.0
Pablo Cuevas	Robin Haase	2.0
Pablo Cuevas	Dudi Sela	1.0
Pablo Cuevas	Jiri Vesely	1.0
Pablo Cuevas	Roberto Bautista Agut	4.0
Pablo Cuevas	Nicolas Almagro	2.0
Pablo Cuevas	Mikhail Kukushkin	2.0
Pablo Cuevas	Viktor Troicki	2.0
Pablo Cuevas	Bernard Tomic	1.0
Pablo Cuevas	Feliciano Lopez	2.0
Pablo Cuevas	Dominic Thiem	1.0
Pablo Cuevas	Denis Kudla	3.0
Pablo Cuevas	Albert Ramos-Vinolas	2.0
Pablo Cuevas	Jarkko Nieminen	1.0
Teymuraz Gabashvili	Juan Monaco	2.0
Teymuraz Gabashvili	Pablo Andujar	3.0
Teymuraz Gabashvili	Pablo Cuevas	2.0
Teymuraz Gabashvili	Kei Nishikori	5.0
Teymuraz Gabashvili	Ivo Karlovic	2.0
Teymuraz Gabashvili	Alexander Zverev	3.0
Teymuraz Gabashvili	Ivan Dodig	2.0
Teymuraz Gabashvili	Andreas Seppi	3.0
Teymuraz Gabashvili	Marin Cilic	2.0
Teymuraz Gabashvili	Thomaz Bellucci	2.0
Teymuraz Gabashvili	Federico Delbonis	2.0
Teymuraz Gabashvili	Andy Murray	1.0
Teymuraz Gabashvili	Marcos Baghdatis	3.0
Teymuraz Gabashvili	Milos Raonic	2.0
Teymuraz Gabashvili	Alexandr Dolgopolov	2.0
Teymuraz Gabashvili	Roberto Bautista Agut	2.0
Teymuraz Gabashvili	Ricardas Berankis	2.0
Teymuraz Gabashvili	Fernando Verdasco	4.0
Teymuraz Gabashvili	Thanasi Kokkinakis	1.0
Teymuraz Gabashvili	Benjamin Becker	1.0
Teymuraz Gabashvili	Leonardo Mayer	1.0
Teymuraz Gabashvili	Jack Sock	2.0
Teymuraz Gabashvili	Evgeny Donskoy	2.0
Teymuraz Gabashvili	Malek Jaziri	2.0
Yan Bai	Adrian Mannarino	2.0
Yan Bai	Leonardo Mayer	2.0
Luke Saville	Tim Smyczek	3.0
Luke Saville	Richard Gasquet	3.0
Frank Dancevic	Igor Sijsling	2.0
Frank Dancevic	Pablo Andujar	2.0
Frank Dancevic	Alexandr Dolgopolov	2.0
Gael Monfils	Tomas Berdych	5.0
Gael Monfils	Benoit Paire	2.0
Gael Monfils	Philipp Kohlschreiber	2.0
Gael Monfils	Lukas Rosol	1.0
Gael Monfils	David Ferrer	2.0
Gael Monfils	Marcel Granollers	2.0
Gael Monfils	Andreas Seppi	1.0
Gael Monfils	Guillermo Garcia-Lopez	2.0
Gael Monfils	Thomaz Bellucci	1.0
Gael Monfils	Edouard Roger-Vasselin	1.0
Gael Monfils	Gilles Muller	2.0
Gael Monfils	Jerzy Janowicz	5.0
Gael Monfils	Rafael Nadal	2.0
Gael Monfils	Roger Federer	3.0
Gael Monfils	Gilles Simon	5.0
Gael Monfils	Richard Gasquet	2.0
Gael Monfils	Filip Krajinovic	1.0
Gael Monfils	Lucas Pouille	2.0
Gael Monfils	Dominic Thiem	2.0
Gael Monfils	Steve Darcis	1.0
Gael Monfils	Illya Marchenko	1.0
Gael Monfils	Diego Schwartzman	2.0
Gael Monfils	Andrey Kuznetsov	1.0
Bastian Trinker	Mikhail Youzhny	1.0
Bastian Trinker	Gael Monfils	2.0
Bastian Trinker	Fabio Fognini	2.0
Luca Vanni	Ricardas Berankis	2.0
Luca Vanni	Pablo Cuevas	2.0
Luca Vanni	James Ward	3.0
Luca Vanni	Joao Souza	1.0
Luca Vanni	Simone Bolelli	4.0
Luca Vanni	Nicolas Almagro	2.0
Luca Vanni	Albert Ramos-Vinolas	2.0
Luca Vanni	Thiemo de Bakker	1.0
Luca Vanni	Dusan Lajovic	2.0
Luca Vanni	Bernard Tomic	4.0
N Vijay Sundar Prashanth	Jiri Vesely	2.0
Inigo Cervantes	Lucas Pouille	2.0
David Guez	Jeremy Chardy	2.0
Lamine Ouahab	Daniel Gimeno-Traver	2.0
Germain Gigounon	Richard Gasquet	3.0
Adrien Bossel	Dustin Brown	2.0
Niels Desein	Lukas Lacko	2.0
Yasutaka Uchiyama	Vasek Pospisil	2.0
Yasutaka Uchiyama	Jiri Vesely	2.0
Marcel Granollers	Vasek Pospisil	1.0
Marcel Granollers	Gilles Simon	5.0
Marcel Granollers	Ivan Dodig	1.0
Marcel Granollers	Andreas Seppi	2.0
Marcel Granollers	Marinko Matosevic	2.0
Marcel Granollers	Jo-Wilfried Tsonga	3.0
Marcel Granollers	Igor Sijsling	1.0
Marcel Granollers	Aljaz Bedene	2.0
Marcel Granollers	Borna Coric	2.0
Marcel Granollers	Andy Murray	2.0
Marcel Granollers	Roberto Bautista Agut	2.0
Marcel Granollers	Roger Federer	3.0
Marcel Granollers	Joao Sousa	2.0
Marcel Granollers	Gael Monfils	1.0
Marcel Granollers	Andrey Rublev	2.0
Marcel Granollers	Sergiy Stakhovsky	2.0
Marcel Granollers	Hyeon Chung	2.0
Marcel Granollers	Robin Haase	2.0
Marcel Granollers	Steve Johnson	2.0
Marcel Granollers	Tommy Robredo	4.0
Marcel Granollers	Andreas Haider-Maurer	1.0
Matteo Trevisan	Paolo Lorenzi	2.0
Benjamin Balleret	Gilles Simon	2.0
Michael Berrer	Gilles Simon	2.0
Michael Berrer	Ivan Dodig	2.0
Michael Berrer	Bernard Tomic	2.0
Michael Berrer	James Ward	1.0
Michael Berrer	Jeremy Chardy	3.0
Michael Berrer	Damir Dzumhur	2.0
Michael Berrer	Richard Gasquet	1.0
Michael Berrer	Adrian Mannarino	3.0
Michael Berrer	Rafael Nadal	1.0
Michael Berrer	Victor Estrella Burgos	2.0
Michael Berrer	Steve Johnson	2.0
Michael Berrer	Tommy Robredo	3.0
Michael Berrer	Alejandro Falla	2.0
Guillermo Garcia-Lopez	Juan Monaco	2.0
Guillermo Garcia-Lopez	Tomas Berdych	5.0
Guillermo Garcia-Lopez	Pablo Andujar	3.0
Guillermo Garcia-Lopez	Pierre-Hugues Herbert	1.0
Guillermo Garcia-Lopez	Gael Monfils	1.0
Guillermo Garcia-Lopez	Ivo Karlovic	2.0
Guillermo Garcia-Lopez	Marius Copil	2.0
Guillermo Garcia-Lopez	Lukas Rosol	2.0
Guillermo Garcia-Lopez	Tatsuma Ito	1.0
Guillermo Garcia-Lopez	Steve Johnson	5.0
Guillermo Garcia-Lopez	Lamine Ouahab	2.0
Guillermo Garcia-Lopez	David Ferrer	2.0
Guillermo Garcia-Lopez	Marin Cilic	1.0
Guillermo Garcia-Lopez	Aljaz Bedene	2.0
Guillermo Garcia-Lopez	Nicolas Mahut	1.0
Guillermo Garcia-Lopez	Stan Wawrinka	5.0
Guillermo Garcia-Lopez	Kevin Anderson	3.0
Guillermo Garcia-Lopez	Viktor Troicki	1.0
Guillermo Garcia-Lopez	Richard Gasquet	2.0
Guillermo Garcia-Lopez	Roberto Bautista Agut	2.0
Guillermo Garcia-Lopez	Janko Tipsarevic	2.0
Guillermo Garcia-Lopez	Fernando Verdasco	5.0
Guillermo Garcia-Lopez	Yen-Hsun Lu	2.0
Guillermo Garcia-Lopez	Thanasi Kokkinakis	2.0
Guillermo Garcia-Lopez	Peter Gojowczyk	1.0
Guillermo Garcia-Lopez	Diego Schwartzman	2.0
Guillermo Garcia-Lopez	Evgeny Donskoy	1.0
David Ferrer	Juan Monaco	1.0
David Ferrer	Pablo Andujar	2.0
David Ferrer	Grigor Dimitrov	1.0
David Ferrer	Radu Albot	1.0
David Ferrer	Jeremy Chardy	3.0
David Ferrer	Ivo Karlovic	1.0
David Ferrer	John Isner	1.0
David Ferrer	Steve Johnson	1.0
David Ferrer	Sergiy Stakhovsky	1.0
David Ferrer	David Goffin	1.0
David Ferrer	Thomaz Bellucci	1.0
David Ferrer	Ryan Harrison	1.0
David Ferrer	Andy Murray	5.0
David Ferrer	Marcos Baghdatis	2.0
David Ferrer	Rafael Nadal	4.0
David Ferrer	Gilles Simon	2.0
David Ferrer	Ivan Dodig	1.0
David Ferrer	Thiemo de Bakker	1.0
David Ferrer	Bernard Tomic	5.0
David Ferrer	Fernando Verdasco	1.0
David Ferrer	Novak Djokovic	6.0
David Ferrer	Benjamin Becker	1.0
David Ferrer	Kei Nishikori	5.0
David Ferrer	Albert Ramos-Vinolas	1.0
Marin Cilic	Juan Monaco	2.0
Marin Cilic	Grigor Dimitrov	2.0
Marin Cilic	Jeremy Chardy	1.0
Marin Cilic	John Isner	2.0
Marin Cilic	David Ferrer	3.0
Marin Cilic	Florian Mayer	1.0
Marin Cilic	Guillermo Garcia-Lopez	4.0
Marin Cilic	Santiago Giraldo	2.0
Marin Cilic	Donald Young	1.0
Marin Cilic	Stan Wawrinka	2.0
Marin Cilic	John Millman	1.0
Marin Cilic	Mischa Zverev	1.0
Marin Cilic	Viktor Troicki	4.0
Marin Cilic	Mikhail Kukushkin	2.0
Marin Cilic	Richard Gasquet	2.0
Marin Cilic	Rafael Nadal	2.0
Marin Cilic	Adrian Mannarino	1.0
Marin Cilic	Andrey Rublev	1.0
Marin Cilic	Di Wu	1.0
Marin Cilic	Bernard Tomic	2.0
Marin Cilic	Fernando Verdasco	2.0
Marin Cilic	Novak Djokovic	8.0
Marin Cilic	Denis Kudla	1.0
Marin Cilic	Kei Nishikori	4.0
Marin Cilic	Jo-Wilfried Tsonga	2.0
Marin Cilic	Denis Istomin	1.0
Marin Cilic	Victor Estrella Burgos	2.0
Daniel Brands	Vasek Pospisil	2.0
Daniel Brands	Nick Kyrgios	1.0
Blaz Kavcic	Robin Haase	2.0
Blaz Kavcic	Tomas Berdych	2.0
Blaz Kavcic	Yen-Hsun Lu	3.0
Blaz Kavcic	Mikhail Youzhny	2.0
Blaz Kavcic	James Duckworth	3.0
Blaz Kavcic	Edouard Roger-Vasselin	2.0
Blaz Kavcic	Roberto Bautista Agut	2.0
Blaz Kavcic	Andrey Rublev	1.0
Blaz Kavcic	Diego Schwartzman	2.0
Federico Gaio	Leonardo Mayer	2.0
Alejandro Gomez	Marcos Baghdatis	1.0
Alejandro Gomez	Tatsuma Ito	2.0
John Millman	Sergiy Stakhovsky	3.0
John Millman	John Isner	2.0
John Millman	Alexander Sarkissian	2.0
John Millman	Marin Cilic	2.0
John Millman	Leonardo Mayer	3.0
John Millman	Gilles Muller	2.0
John Millman	Philipp Kohlschreiber	2.0
John Millman	Roger Federer	2.0
John Millman	Tommy Robredo	1.0
Roger Federer	Andreas Seppi	3.0
Roger Federer	David Goffin	1.0
Roger Federer	Novak Djokovic	12.0
Roger Federer	John Isner	2.0
Roger Federer	Daniel Gimeno-Traver	1.0
Roger Federer	Simone Bolelli	1.0
Roger Federer	Nick Kyrgios	2.0
Roger Federer	Rafael Nadal	1.0
Roger Federer	Gael Monfils	3.0
Roger Federer	Kei Nishikori	1.0
Roger Federer	Stan Wawrinka	3.0
Roger Federer	Albert Ramos-Vinolas	2.0
Roger Federer	Philipp Kohlschreiber	2.0
Roger Federer	Diego Schwartzman	1.0
Roger Federer	Milos Raonic	1.0
Roger Federer	John Millman	1.0
Roger Federer	Sam Groth	1.0
Toni Androic	Joao Sousa	2.0
Toni Androic	Marcos Baghdatis	2.0
Mate Pavic	Alexander Zverev	2.0
Alexandr Dolgopolov	Pablo Andujar	1.0
Alexandr Dolgopolov	Grigor Dimitrov	2.0
Alexandr Dolgopolov	Gael Monfils	2.0
Alexandr Dolgopolov	Kei Nishikori	2.0
Alexandr Dolgopolov	Philipp Kohlschreiber	2.0
Alexandr Dolgopolov	Alexander Zverev	2.0
Alexandr Dolgopolov	David Ferrer	2.0
Alexandr Dolgopolov	Steve Johnson	2.0
Alexandr Dolgopolov	Sam Groth	2.0
Alexandr Dolgopolov	Paolo Lorenzi	3.0
Alexandr Dolgopolov	Sergiy Stakhovsky	1.0
Alexandr Dolgopolov	Guillermo Garcia-Lopez	4.0
Alexandr Dolgopolov	Sam Querrey	4.0
Alexandr Dolgopolov	Donald Young	2.0
Alexandr Dolgopolov	Jerzy Janowicz	1.0
Alexandr Dolgopolov	Milos Raonic	2.0
Alexandr Dolgopolov	Rafael Nadal	1.0
Alexandr Dolgopolov	Tommy Robredo	1.0
Alexandr Dolgopolov	Ernests Gulbis	2.0
Alexandr Dolgopolov	Nicolas Almagro	3.0
Alexandr Dolgopolov	Dusan Lajovic	1.0
Alexandr Dolgopolov	Bernard Tomic	2.0
Alexandr Dolgopolov	Novak Djokovic	4.0
Alexandr Dolgopolov	Martin Klizan	2.0
Alexandr Dolgopolov	Thanasi Kokkinakis	2.0
Alexandr Dolgopolov	Yen-Hsun Lu	1.0
Alexandr Dolgopolov	Borna Coric	3.0
Alexandr Dolgopolov	Go Soeda	2.0
Rhyne Williams	John Millman	2.0
Damir Dzumhur	Fabio Fognini	2.0
Damir Dzumhur	Michael Berrer	1.0
Damir Dzumhur	Guillermo Garcia-Lopez	2.0
Damir Dzumhur	Martin Klizan	2.0
Damir Dzumhur	James Duckworth	2.0
Damir Dzumhur	Jurgen Melzer	2.0
Damir Dzumhur	Andrey Rublev	2.0
Damir Dzumhur	Roger Federer	6.0
Damir Dzumhur	Bernard Tomic	3.0
Rui Machado	Borna Coric	2.0
Elias Ymer	Igor Sijsling	1.0
Elias Ymer	Thomaz Bellucci	2.0
Elias Ymer	Nick Kyrgios	1.0
Elias Ymer	Gilles Muller	2.0
Elias Ymer	Go Soeda	3.0
Elias Ymer	Ivo Karlovic	3.0
